pair_id,changed,widened_to_star,added_actions_count,removed_actions_count,actions_ctrl,actions_poi,resources_ctrl,resources_poi
dynamodb0037__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0038,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0038__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0038__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0038__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0038__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0038__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0038__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0039,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0039__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0039__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0039__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0039__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0039__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0039__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0040,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0040__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0040__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0040__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0040__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0040__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0040__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0041,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0041__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0041__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0041__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0041__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0041__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0041__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0042,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0042__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0042__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0042__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0042__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0042__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0042__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0043,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0043__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0043__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0043__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0043__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0043__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0043__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0044,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0044__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0044__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0044__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0044__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0044__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0044__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0045,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0045__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0045__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0045__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0045__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0045__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0045__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0046,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0046__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0046__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0046__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0046__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0046__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0046__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0047,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0047__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0047__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0047__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0047__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0047__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0047__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0048,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0048__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0048__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0048__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0048__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0048__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0048__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0049,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0049__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0049__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0049__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0049__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0049__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0049__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0050,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0050__broad_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0050__json_seed_above,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0050__precedence_takeover,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0050__resource_star,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0050__role_override,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
dynamodb0050__service_wildcard,False,False,0,0,dynamodb:getitem,dynamodb:getitem,*,*
ec20026,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20026__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20026__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20026__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20026__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20026__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20026__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20027,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20027__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20027__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20027__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20027__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20027__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20027__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20028,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20028__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20028__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20028__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20028__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20028__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20028__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20029,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20029__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20029__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20029__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20029__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20029__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20029__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20030,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20030__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20030__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20030__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20030__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20030__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20030__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20031,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20031__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20031__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20031__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20031__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20031__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20031__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20032,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20032__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20032__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20032__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20032__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20032__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20032__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20033,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20033__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20033__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20033__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20033__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20033__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20033__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20034,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20034__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20034__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20034__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20034__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20034__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20034__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20035,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20035__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20035__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20035__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20035__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20035__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20035__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20036,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20036__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20036__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20036__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20036__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20036__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20036__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20037,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20037__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20037__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20037__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20037__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20037__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20037__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20038,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20038__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20038__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20038__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20038__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20038__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20038__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20039,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20039__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20039__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20039__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20039__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20039__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20039__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20040,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20040__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20040__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20040__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20040__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20040__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20040__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20041,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20041__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20041__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20041__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20041__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20041__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20041__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20042,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20042__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20042__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20042__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20042__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20042__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20042__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20043,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20043__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20043__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20043__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20043__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20043__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20043__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20044,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20044__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20044__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20044__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20044__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20044__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20044__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20045,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20045__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20045__json_seed_above,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20045__precedence_takeover,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20045__resource_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20045__role_override,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20045__service_wildcard,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20046,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
ec20046__broad_star,False,False,0,0,ec2:describeinstances,ec2:describeinstances,*,*
