pair_id,prompt_type,ok,repair,error_stub,model_id,provider
dynamodb0029__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0029__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0030__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0031__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0032__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0033__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0034__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0035__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0036__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0037__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0038__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0039__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0040__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0041__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0042__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0043__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0044__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0045__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0046__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0047__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__resource_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__resource_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__role_override,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__role_override,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__service_wildcard,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0048__service_wildcard,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0049,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0049,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0049__broad_star,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0049__broad_star,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0049__json_seed_above,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0049__json_seed_above,poi,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0049__precedence_takeover,ctrl,False,,False,amazon.nova-lite-v1:0,bedrock
dynamodb0049__precedence_takeover,poi,False,,False,amazon.nova-lite-v1:0,bedrock
